PWM,human_TF,mouse_TF,ID,NR_sites,References,Superclass,Class,Family,Subfamily
MA0776.1.MYBL1,MYBL1,Mybl1,MYBL1_007,2700,JASPAR 2016,Helix-turn-helix domains,Tryptophan cluster factors,Myb/SANT domain factors,Myb-like factors
MA0777.1.MYBL2,MYBL2,Mybl2,MYBL2_005,1471,JASPAR 2016,Helix-turn-helix domains,Tryptophan cluster factors,Myb/SANT domain factors,Myb-like factors
MA0778.1.NFKB2,NFKB2,Nfkb2,NFKB2_003,13835,JASPAR 2016,Immunoglobulin fold,Rel homology region (RHR) factors,NF-kappaB-related factors,NF-kappaB p50 subunit-like factors
MA0779.1.PAX1,PAX1,Pax1,PAX1_003,5090,JASPAR 2016,Helix-turn-helix domains,Paired box factors,Paired domain only,PAX-1/9 (no homeo remnant)
MA0780.1.PAX3,PAX3,Pax3,PAX3_004,8437,JASPAR 2016,Helix-turn-helix domains,Paired box factors,Paired plus homeo domain,PAX-3/7
MA0781.1.PAX9,PAX9,Pax9,PAX9_002,3855,JASPAR 2016,Helix-turn-helix domains,Paired box factors,Paired domain only,PAX-1/9 (no homeo remnant)
MA0782.1.PKNOX1,PKNOX1,Pknox1,PKNOX1_003,19117,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,PITX
MA0783.1.PKNOX2,PKNOX2,Pknox2,PKNOX2_005,1248,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,TALE-type homeo domain factors,PKNOX
MA0784.1.POU1F1,POU1F1,Pou1f1,POU1F1_005,2501,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU1 (Pit-1-like factors)
MA0785.1.POU2F1,POU2F1,Pou2f1,POU2F1_005,12088,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU2 (Oct-1/2-like factors)
MA0786.1.POU3F1,POU3F1,Pou3f1,POU3F1_005,2928,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU3 (Oct-6-like factors)
MA0787.1.POU3F2,POU3F2,Pou3f2,POU3F2_005,1534,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU3 (Oct-6-like factors)
MA0788.1.POU3F3,POU3F3,Pou3f3,POU3F3_006,1255,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU3 (Oct-6-like factors)
MA0789.1.POU3F4,POU3F4,Pou3f4,POU3F4_005,12056,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU3 (Oct-6-like factors)
MA0790.1.POU4F1,POU4F1,Pou4f1,POU4F1_003,4369,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU4 (Brn-3-like factors)
MA0791.1.POU4F3,POU4F3,Pou4f3,POU4F3_004,4835,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU4 (Brn-3-like factors)
MA0792.1.POU5F1B,POU5F1B,-,POU5F1B_004,11494,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU5 (Oct-3/4-like factors)
MA0793.1.POU6F2,POU6F2,Pou6f2,POU6F2_005,3530,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,POU domain factors,POU6 (Brn-5-like factors)
MA0794.1.PROX1,PROX1,Prox1,PROX1_003,3519,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HD-PROS factors,HD-PROS factors
MA0795.1.SMAD3,SMAD3,Smad3,SMAD3_004,3781,JASPAR 2016,beta-Hairpin exposed by an alpha/beta-scaffold,SMAD/NF-1 DNA-binding domain factors,SMAD factors,Regulatory Smads (R-Smad)
MA0796.1.TGIF1,TGIF1,Tgif1,TGIF1_005,12218,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,TALE-type homeo domain factors,TGIF
MA0797.1.TGIF2,TGIF2,Tgif2,TGIF2_004,12707,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,TALE-type homeo domain factors,TGIF
MA0798.1.RFX3,RFX3,Rfx3,RFX3_006,25122,JASPAR 2016,Helix-turn-helix domains,Fork head / winged helix factors,RFX-related factors,RFX-related factors
MA0799.1.RFX4,RFX4,Rfx4,RFX4_005,14245,JASPAR 2016,Helix-turn-helix domains,Fork head / winged helix factors,RFX-related factors,RFX-related factors
MA0800.1.EOMES,EOMES,Eomes,EOMES_005,12324,JASPAR 2016,Immunoglobulin fold,T-Box factors,TBrain-related factors,TBrain-related factors
MA0801.1.MGA,MGA,Mga,MGA_005,35887,JASPAR 2016,Immunoglobulin fold,T-Box factors,TBX6-related factors,TBX6-related factors
MA0802.1.TBR1,TBR1,Tbr1,TBR1_004,38615,JASPAR 2016,Immunoglobulin fold,T-Box factors,TBrain-related factors,TBrain-related factors
MA0803.1.TBX15,TBX15,Tbx15,TBX15_004,11106,JASPAR 2016,Immunoglobulin fold,T-Box factors,TBX1-related factors,TBX1-related factors
MA0804.1.TBX19,TBX19,Tbx19,TBX19_003,42382,JASPAR 2016,Immunoglobulin fold,T-Box factors,Brachyury-related factors,Brachyury-related factors
MA0805.1.TBX1,TBX1,Tbx1,TBX1_007,12909,JASPAR 2016,Immunoglobulin fold,T-Box factors,TBX1-related factors,TBX1-related factors
MA0806.1.TBX4,TBX4,Tbx4,TBX4_004,23130,JASPAR 2016,Immunoglobulin fold,T-Box factors,TBX2-related factors,TBX2-related factors
MA0807.1.TBX5,TBX5,Tbx5,TBX5_004,2380,JASPAR 2016,Immunoglobulin fold,T-Box factors,TBX2-related factors,TBX2-related factors
MA0808.1.TEAD3,TEAD3,Tead3,TEAD3_004,24690,JASPAR 2016,Helix-turn-helix domains,TEA domain factors,TEF-1-related factors,TEF-1-related factors
MA0809.1.TEAD4,TEAD4,Tead4,TEAD4_003,1171,JASPAR 2016,Helix-turn-helix domains,TEA domain factors,TEF-1-related factors,TEF-1-related factors
MA0810.1.TFAP2A.var.2,TFAP2A,Tfap2a ,TFAP2A_015,4423,JASPAR 2016,Basic domains,Basic helix-span-helix factors (bHSH),AP-2,AP-2
MA0811.1.TFAP2B,TFAP2B,Tfap2b ,TFAP2B_006,3471,JASPAR 2016,Basic domains,Basic helix-span-helix factors (bHSH),AP-2,AP-2
MA0812.1.TFAP2B.var.2,TFAP2B,Tfap2b ,TFAP2B_007,4600,JASPAR 2016,Basic domains,Basic helix-span-helix factors (bHSH),AP-2,AP-2
MA0813.1.TFAP2B.var.3,TFAP2B,Tfap2b ,TFAP2B_008,1161,JASPAR 2016,Basic domains,Basic helix-span-helix factors (bHSH),AP-2,AP-2
MA0814.1.TFAP2C.var.2,TFAP2C,Tfap2c,TFAP2C_011,7983,JASPAR 2016,Basic domains,Basic helix-span-helix factors (bHSH),AP-2,AP-2
MA0815.1.TFAP2C.var.3,TFAP2C,Tfap2c,TFAP2C_012,2674,JASPAR 2016,Basic domains,Basic helix-span-helix factors (bHSH),AP-2,AP-2
MA0816.1.Ascl2,ASCL2,Ascl2,ASCL2_004,326,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),MyoD / ASC-related factors,Achaete-Scute-like factors
MA0817.1.BHLHE23,BHLHE23,Bhlhe23,BHLHE23_003,5262,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),Tal-related factors,Neurogenin / Atonal-like factors
MA0818.1.BHLHE22,BHLHE22,Bhlhe22,BHLHE22_003,585,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),Tal-related factors,Neurogenin / Atonal-like factors
MA0819.1.CLOCK,CLOCK,Clock,CLOCK_002,489,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),PAS domain factors,Arnt-like factors
MA0820.1.FIGLA,FIGLA,Figla,FIGLA_003,1894,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),Tal-related factors,Twist-like factors
MA0821.1.HES5,HES5,Hes5,HES5_004,1658,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),Hairy-related factors,Hairy-like factors
MA0822.1.HES7,HES7,Hes7,HES7_003,1897,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),Hairy-related factors,Hairy-like factors
MA0823.1.HEY1,HEY1,Hey1,HEY1_003,3415,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),Hairy-related factors,Hairy-like factors
MA0824.1.ID4,ID4,Id4,ID4_003,1551,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),HLH domain only,HLH domain only
MA0825.1.MNT,MNT,Mnt,MNT_003,694,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),bHLH-ZIP factors,Mad-like factors
MA0826.1.OLIG1,OLIG1,Olig1,OLIG1_003,12041,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),Tal-related factors,Neurogenin / Atonal-like factors
MA0827.1.OLIG3,OLIG3,Olig3,OLIG3_003,2335,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),Tal-related factors,Neurogenin / Atonal-like factors
MA0828.1.SREBF2.var.2,SREBF2,Srebf2,SREBF2_004,4157,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),bHLH-ZIP factors,SREBP factors
MA0829.1.Srebf1.var.2,SREBF1,Srebf1,SREBF1_004,1833,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),bHLH-ZIP factors,SREBP factors
MA0830.1.TCF4,TCF4,Tcf4,TCF4_004,20764,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),E2A-related factors,E2A-related factors
MA0831.1.TFE3,TFE3,Tfe3,TFE3_003,15778,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),bHLH-ZIP factors,TFE3-like factors
MA0832.1.Tcf21,TCF21,Tcf21,TCF21_002,178,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),Tal-related factors,Mesp-like factors
MA0833.1.ATF4,ATF4,Atf4,ATF4_003,960,JASPAR 2016,Basic domains,Basic leucine zipper factors (bZIP),ATF-4-related factors,ATF-4-related factors
MA0834.1.ATF7,ATF7,Atf7,ATF7_003,20551,JASPAR 2016,Basic domains,Basic leucine zipper factors (bZIP),Jun-related factors,ATF-2-like factors
MA0835.1.BATF3,BATF3,Batf3,BATF3_003,627,JASPAR 2016,Basic domains,Basic leucine zipper factors (bZIP),B-ATF-related factors,B-ATF-related factors
MA0836.1.CEBPD,CEBPD,Cebpd,CEBPD_003,7578,JASPAR 2016,Basic domains,Basic leucine zipper factors (bZIP),C/EBP-related,C/EBP
MA0837.1.CEBPE,CEBPE,Cebpe,CEBPE_003,4431,JASPAR 2016,Basic domains,Basic leucine zipper factors (bZIP),C/EBP-related,C/EBP
MA0838.1.CEBPG,CEBPG,Cebpg,CEBPG_004,21407,JASPAR 2016,Basic domains,Basic leucine zipper factors (bZIP),C/EBP-related,C/EBP
MA0839.1.CREB3L1,CREB3L1,Creb3l1,CREB3L1_008,762,JASPAR 2016,Basic domains,Basic leucine zipper factors (bZIP),CREB-related factors,CREB-3-like factors
MA0840.1.Creb5,CREB5,Creb5,CREB5_003,3933,JASPAR 2016,Basic domains,Basic leucine zipper factors (bZIP),Jun-related factors,ATF-2-like factors
MA0841.1.NFE2,NFE2,Nfe2,NFE2_003,19209,JASPAR 2016,Basic domains,Basic leucine zipper factors (bZIP),Jun-related factors,NF-E2-like factors
MA0842.1.NRL,NRL,Nrl,NRL_003,6467,JASPAR 2016,Basic domains,Basic leucine zipper factors (bZIP),Maf-related factors,Large Maf factors
MA0843.1.TEF,TEF,Tef,TEF_004,3761,JASPAR 2016,Basic domains,Basic leucine zipper factors (bZIP),C/EBP-related,PAR factors
MA0844.1.XBP1,XBP1,Xbp1,XBP1_004,9167,JASPAR 2016,Basic domains,Basic leucine zipper factors (bZIP),XBP-1-related factors,XBP-1-related factors
MA0845.1.FOXB1,FOXB1,Foxb1,FOXB1_006,7320,JASPAR 2016,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXB
MA0846.1.FOXC2,FOXC2,Foxc2,FOXC2_004,23975,JASPAR 2016,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXC
MA0847.1.FOXD2,FOXD2,Foxd2,FOXD2_004,2109,JASPAR 2016,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXD
MA0848.1.FOXO4,FOXO4,Foxo4,FOXO4_005,6081,JASPAR 2016,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXO
MA0849.1.FOXO6,FOXO6,Foxo6,FOXO6_005,7516,JASPAR 2016,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXO
MA0850.1.FOXP3,FOXP3,Foxp3,FOXP3_002,250,JASPAR 2016,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXP
MA0851.1.Foxj3,FOXJ3,Foxj3,FOXJ3_011,100,JASPAR 2016,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXJ
MA0852.1.Foxk1,FOXK1,Foxk1,FOXK1_006,100,JASPAR 2016,Helix-turn-helix domains,Fork head / winged helix factors,Forkhead box (FOX) factors,FOXK
MA0853.1.Alx4,ALX4,Alx4,ALX4_005,100,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ALX
MA0854.1.Alx1,ALX1,Alx1,ALX1_007,100,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ALX
MA0855.1.RXRB,RXRB,Rxrb,RXRB_004,5306,JASPAR 2016,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors (NR2),Retinoid X receptors (NR2B)
MA0856.1.RXRG,RXRG,Rxrg,RXRG_006,37281,JASPAR 2016,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,RXR-related receptors (NR2),Retinoid X receptors (NR2B)
MA0857.1.Rarb,RARB,Rarb,RARB_006,1721,JASPAR 2016,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),Retinoic acid receptors (NR1B)
MA0858.1.Rarb.var.2,RARB,Rarb,RARB_007,692,JASPAR 2016,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),Retinoic acid receptors (NR1B)
MA0859.1.Rarg,RARG,Rarg,RARG_011,12798,JASPAR 2016,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),Retinoic acid receptors (NR1B)
MA0860.1.Rarg.var.2,RARG,Rarg,RARG_012,5095,JASPAR 2016,Zinc-coordinating DNA-binding domains,Nuclear receptors with C4 zinc fingers,Thyroid hormone receptor-related factors (NR1),Retinoic acid receptors (NR1B)
MA0861.1.TP73,TP73,Trp73,TP73_004,12563,JASPAR 2016,Immunoglobulin fold,p53 domain factors,p53-related factors,p53-related factors
MA0862.1.GMEB2,GMEB2,Gmeb2,GMEB2_006,311,JASPAR 2016,alpha-Helices exposed by beta-structures,SAND domain factors,GMEB,GMEB
MA0863.1.MTF1,MTF1,Mtf1,MTF1_004,64,JASPAR 2016,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,MTF1-like factors
MA0864.1.E2F2,E2F2,E2f2,E2F2_005,52,JASPAR 2016,Helix-turn-helix domains,Fork head / winged helix factors,E2F-related factors,E2F
MA0865.1.E2F8,E2F8,E2f8,E2F8_003,96,JASPAR 2016,Helix-turn-helix domains,Fork head / winged helix factors,E2F-related factors,E2F
MA0866.1.SOX21,SOX21,Sox21,SOX21_007,16143,JASPAR 2016,Other all-alpha-helical DNA-binding domains,High-mobility group (HMG) domain factors,SOX-related factors,Group B
MA0867.1.SOX4,SOX4,Sox4,SOX4_003,556,JASPAR 2016,Other all-alpha-helical DNA-binding domains,High-mobility group (HMG) domain factors,SOX-related factors,Group C
MA0868.1.SOX8,SOX8,Sox8,SOX8_011,469,JASPAR 2016,Other all-alpha-helical DNA-binding domains,High-mobility group (HMG) domain factors,SOX-related factors,Group E
MA0869.1.Sox11,SOX11,Sox11,SOX11_004,347,JASPAR 2016,Other all-alpha-helical DNA-binding domains,High-mobility group (HMG) domain factors,SOX-related factors,Group C
MA0870.1.Sox1,SOX1,Sox1,SOX1_007,2425,JASPAR 2016,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc finger factors,Snail-like factors
MA0871.1.TFEC,TFEC,Tfec,TFEC_002,97,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),bHLH-ZIP factors,TFE3-like factors
MA0872.1.TFAP2A.var.3,TFAP2A,Tfap2a ,TFAP2A_016,1527,JASPAR 2016,Basic domains,Basic helix-span-helix factors (bHSH),AP-2,AP-2
MA0873.1.HOXD12,HOXD12,Hoxd12,HOXD12_007,1549,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
MA0874.1.Arx,ARX,Arx,ARX_005,100,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,ARX
MA0875.1.BARX1,BARX1,Barx1,BARX1_005,6959,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,NK-related factors,BARX
MA0876.1.BSX,BSX,Bsx,BSX_004,9110,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,NK-related factors,BSX
MA0877.1.Barhl1,BARHL1,Barhl1,BARHL1_006,7778,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,NK-related factors,BARHL
MA0878.1.CDX1,CDX1,Cdx1,CDX1_004,10008,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,CDX (Caudal type homeobox)
MA0879.1.Dlx1,DLX1,Dlx1,DLX1_005,9173,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
MA0880.1.Dlx3,DLX3,Dlx3,DLX3_004,8140,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
MA0881.1.Dlx4,DLX4,Dlx4,DLX4_004,13170,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
MA0882.1.DLX6,DLX6,Dlx6,DLX6_003,2803,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
MA0883.1.Dmbx1,DMBX1,Dmbx1,DMBX1_004,100,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,DMBX
MA0884.1.DUXA,DUXA,-,DUXA_003,1157,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,DUX
MA0885.1.Dlx2,DLX2,Dlx2,DLX2_004,14343,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,NK-related factors,DLX
MA0886.1.EMX2,EMX2,Emx2,EMX2_005,38433,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,NK-related factors,EMX
MA0887.1.EVX1,EVX1,Evx1,EVX1_003,8512,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,EVX (Even-skipped homolog)
MA0888.1.EVX2,EVX2,Evx2,EVX2_004,21890,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,EVX (Even-skipped homolog)
MA0889.1.GBX1,GBX1,Gbx1,GBX1_005,27693,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GBX (Gastrulation brain homeobox)
MA0890.1.GBX2,GBX2,Gbx2,GBX2_007,27920,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GBX (Gastrulation brain homeobox)
MA0891.1.GSC2,GSC2,Gsc2,GSC2_003,2263,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,GSC
MA0892.1.GSX1,GSX1,Gsx1,GSX1_003,1302,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GSX
MA0893.1.GSX2,GSX2,Gsx2,GSX2_004,10454,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,GSX
MA0894.1.HESX1,HESX1,Hesx1,HESX1_003,4120,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,Paired-related HD factors,HESX
MA0895.1.HMBOX1,HMBOX1,Hmbox1,HMBOX1_004,1397,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,POU domain factors,HNF1-like factors
MA0896.1.Hmx1,HMX1,Hmx1,HMX1_004,100,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-5/HMX
MA0897.1.Hmx2,HMX2,Hmx2,HMX2_004,100,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-5/HMX
MA0898.1.Hmx3,HMX3,Hmx3,HMX3_004,100,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,NK-related factors,NK-5/HMX
MA0899.1.HOXA10,HOXA10,Hoxa10,HOXA10_007,10333,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
MA0900.1.HOXA2,HOXA2,Hoxa2,HOXA2_005,9492,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX2
MA0901.1.HOXB13,HOXB13,Hoxb13,HOXB13_005,3282,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
MA0902.1.HOXB2,HOXB2,Hoxb2,HOXB2_003,7162,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX2
MA0903.1.HOXB3,HOXB3,Hoxb3,HOXB3_004,13642,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX3
MA0904.1.Hoxb5,HOXB5,Hoxb5,HOXB5_003,100,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX5
MA0905.1.HOXC10,HOXC10,Hoxc10,HOXC10_008,4073,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
MA0906.1.HOXC12,HOXC12,Hoxc12,HOXC12_005,4739,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
MA0907.1.HOXC13,HOXC13,Hoxc13,HOXC13_005,1368,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
MA0908.1.HOXD11,HOXD11,Hoxd11,HOXD11_005,274,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
MA0909.1.HOXD13,HOXD13,Hoxd13,HOXD13_007,808,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
MA0910.1.Hoxd8,HOXD8,Hoxd8,HOXD8_004,100,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX8
MA0911.1.Hoxa11,HOXA11,Hoxa11,HOXA11_005,832,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
MA0912.1.Hoxd3,HOXD3,Hoxd3,HOXD3_004,100,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX3
MA0913.1.Hoxd9,HOXD9,Hoxd9,HOXD9_004,270,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,HOX9-13
MA0914.1.ISL2,ISL2,Isl2,ISL2_004,8134,JASPAR 2016,Helix-turn-helix domains,Homeo domain factors,HD-LIM factors,ISL
MA1099.1.Hes1,HES1,Hes1,HES1_003,1000,JASPAR 2016,Basic domains,Basic helix-loop-helix factors (bHLH),Hairy-related factors,Hairy-like factors
MAF_HUMAN.H10MO.B,MAF,Maf,MAF_001,63,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),Maf-related factors,Large Maf factors
MAFA_HUMAN.H10MO.D,MAFA,Mafa,MAFA_001,27,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),Maf-related factors,Large Maf factors
MAFB_HUMAN.H10MO.D,MAFB,Mafb,MAFB_006,47,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),Maf-related factors,Large Maf factors
MAFF_HUMAN.H10MO.A,MAFF,Maff,MAFF_003,445,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),Maf-related factors,Small Maf factors
MAFG_HUMAN.H10MO.C,MAFG,Mafg,MAFG_002,364,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),Maf-related factors,Small Maf factors
MAFG_HUMAN.H10MO.S,MAFG,Mafg,MAFG_003,67,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),Maf-related factors,Small Maf factors
MAFK_HUMAN.H10MO.A,MAFK,Mafk,MAFK_007,421,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),Maf-related factors,Small Maf factors
MAFK_HUMAN.H10MO.S,MAFK,Mafk,MAFK_008,16,HOCOMOCO v10,Basic domains,Basic leucine zipper factors (bZIP),Maf-related factors,Small Maf factors
MAX_HUMAN.H10MO.A,MAX,Max,MAX_006,2092,HOCOMOCO v10,Basic domains,Basic helix-loop-helix factors (bHLH),bHLH-ZIP factors,Myc / Max factors
MAZ_HUMAN.H10MO.A,MAZ,Maz,MAZ_001,500,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,MAZ-like factors
MBD2_HUMAN.H10MO.B,MBD2,Mbd2,MBD2_001,111,HOCOMOCO v10,Zinc-coordinating DNA-binding domains,CXXC zinc finger factors,CpG-binding proteins,CpG-binding proteins
MEF2A_HUMAN.H10MO.A,MEF2A,Mef2a,MEF2A_004,437,HOCOMOCO v10,alpha-Helices exposed by beta-structures,MADS box factors,Regulators of differentiation,MEF-2
MEF2B_HUMAN.H10MO.D,MEF2B,Mef2b,MEF2B_002,126,HOCOMOCO v10,alpha-Helices exposed by beta-structures,MADS box factors,Regulators of differentiation,MEF-2
MEF2C_HUMAN.H10MO.C,MEF2C,Mef2c,MEF2C_002,498,HOCOMOCO v10,alpha-Helices exposed by beta-structures,MADS box factors,Regulators of differentiation,MEF-2
MEF2D_HUMAN.H10MO.C,MEF2D,Mef2d,MEF2D_002,11,HOCOMOCO v10,alpha-Helices exposed by beta-structures,MADS box factors,Regulators of differentiation,MEF-2
MEIS1_HUMAN.H10MO.C,MEIS1,Meis1,MEIS1_004,39,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,TALE-type homeo domain factors,MEIS
MEIS2_HUMAN.H10MO.B,MEIS2,Meis2,MEIS2_006,461,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,TALE-type homeo domain factors,MEIS
MEIS3_HUMAN.H10MO.D,MEIS3,Meis3,MEIS3_006,9898,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,TALE-type homeo domain factors,MEIS
MEOX1_HUMAN.H10MO.D,MEOX1,Meox1,MEOX1_003,61,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,MEOX
MEOX2_HUMAN.H10MO.D,MEOX2,Meox2,MEOX2_005,39148,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,MEOX
MESP1_HUMAN.H10MO.D,MESP1,Mesp1,MESP1_002,60,HOCOMOCO v10,Basic domains,Basic helix-loop-helix factors (bHLH),Tal-related factors,Mesp-like factors
MGAP_HUMAN.H10MO.D,MGA,Mga,MGA_004,6176,HOCOMOCO v10,Helix-turn-helix domains,Homeo domain factors,HOX-related factors,MEOX
MITF_HUMAN.H10MO.C,MITF,Mitf,MITF_001,68,HOCOMOCO v10,Basic domains,Basic helix-loop-helix factors (bHLH),bHLH-ZIP factors,TFE3-like factors
